wdid,structureName,associatedAkas,ciuCode,structureType,waterSource,gnisId,streamMile,porStart,porEnd,division,waterDistrict,subdistrict,county,latdecdeg,longdecdeg,modified,,,,,,DITCH
3807156,DOUGLAS CERISE AUG PLAN,,N,AUGMENTATION/REPLACEMENT PLAN,UNDEFINED,,,,,5,38,,GARFIELD,39.437664,-107.167822,1991-10-09T00:00:00.0000000,,,,,,
3807157,KINGS ROW AUG PLAN,,H,AUGMENTATION/REPLACEMENT PLAN,UNDEFINED,,,2000-10-31T00:00:00.0000000,2004-10-31T00:00:00.0000000,5,38,,GARFIELD,39.433761,-107.116109,2013-01-29T11:32:22.0970000,,,,,,
3807158,OYS AUG PLAN,,H,AUGMENTATION/REPLACEMENT PLAN,UNDEFINED,,,,,5,38,,PITKIN,39.344503,-107.069774,2013-01-29T11:32:28.3870000,,,,,,
3807159,DAN KERST AUG PLAN,,H,AUGMENTATION/REPLACEMENT PLAN,UNDEFINED,,,,,5,38,,GARFIELD,39.45727,-107.215629,2013-01-29T11:33:02.4170000,,,,,,
3807160,CHAIR MTN RANCH AUG PLAN,,H,AUGMENTATION/REPLACEMENT PLAN,UNDEFINED,,,2004-10-31T00:00:00.0000000,2004-10-31T00:00:00.0000000,5,38,,GUNNISON,39.11191,-107.267744,2013-01-29T11:33:08.4100000,,,,,,
3807162,STIRLING SPA AUG PLAN,,N,AUGMENTATION/REPLACEMENT PLAN,UNDEFINED,,,,,5,38,,GARFIELD,39.419183,-107.135184,1991-10-08T00:00:00.0000000,,,,,,
3807163,ELK MOUNTAIN AUG PLAN,,H,AUGMENTATION/REPLACEMENT PLAN,UNDEFINED,,,,,5,38,,PITKIN,39.072691,-106.800663,2019-11-27T10:20:45.7530000,,,,,,
3807164,ROARING FORK RAIL AUG PL,,N,AUGMENTATION/REPLACEMENT PLAN,UNDEFINED,,,,,5,38,,PITKIN,39.249529,-106.880319,1991-10-09T00:00:00.0000000,,,,,,
3807165,SUNNYSIDE IND AUG PLAN,,H,AUGMENTATION/REPLACEMENT PLAN,UNDEFINED,,,,,5,38,,GARFIELD,39.411894,-107.168753,2013-01-29T11:34:09.4130000,,,,,,
3807166,MITCHELL DEV E OWL AUG P,,H,AUGMENTATION/REPLACEMENT PLAN,UNDEFINED,,,,,5,38,,PITKIN,39.216565,-106.884667,2019-11-27T10:21:25.5300000,,,,,,
3807167,MCCABE RANCH AUG PLAN,"MCCABE E SOPRIS AUG PLAN, MCCABE L ELK AUG PLAN",H,AUGMENTATION/REPLACEMENT PLAN,UNDEFINED,,,,,5,38,,PITKIN,39.300967,-107.022367,2019-11-27T10:22:12.0730000,,,,,,
3807168,DAN KERST NO 2 AUG PLAN,,H,AUGMENTATION/REPLACEMENT PLAN,UNDEFINED,,,,,5,38,,GARFIELD,39.45727,-107.215629,2013-01-29T11:34:20.7900000,,,,,,
3807169,COATES AUG PLAN,,H,AUGMENTATION/REPLACEMENT PLAN,UNDEFINED,,,,,5,38,,PITKIN,39.278973,-106.894938,2019-11-27T10:23:13.5070000,,,,,,
3807170,HUNT AUG PLAN,,H,AUGMENTATION/REPLACEMENT PLAN,UNDEFINED,,,2000-10-31T00:00:00.0000000,2000-10-31T00:00:00.0000000,5,38,,GARFIELD,39.459923,-107.202216,2013-01-29T11:34:28.6630000,,,,,,
3807234,WDWCD SWSP CR/RF,,H,AUGMENTATION/REPLACEMENT PLAN,UNDEFINED,,,1994-07-31T00:00:00.0000000,2007-10-31T00:00:00.0000000,5,38,,GARFIELD,,,2013-01-29T11:34:38.1630000,,,,,,
3807262,JESSUP AUG PLAN,,H,AUGMENTATION/REPLACEMENT PLAN,UNDEFINED,,,,,5,38,,GARFIELD,39.439052,-107.312671,2013-01-29T11:34:50.4530000,,,,,,
3807269,SKI SUNLIGHT AUG PLAN,,H,AUGMENTATION/REPLACEMENT PLAN,UNDEFINED,,,,,5,38,,GARFIELD,39.399416,-107.336502,2013-03-20T13:52:27.9800000,,,,,,
3807286,SKI SUNLIGHT EXCHANGE,,H,OTHER,FOURMILE CREEK,174811,8.69,,,5,38,,GARFIELD,39.399416,-107.336502,2013-01-29T11:35:00.7900000,,,,,,
3807293,WAX PUMP AND PL AUG PLAN,,H,AUGMENTATION/REPLACEMENT PLAN,UNDEFINED,,,,,5,38,,PITKIN,39.278988,-106.890227,2019-11-27T10:23:48.1130000,,,,,,
3807296,GLENWOOD MUNCPL AUG PLAN,,H,AUGMENTATION/REPLACEMENT PLAN,UNDEFINED,,,,,5,38,,GARFIELD,39.496681,-107.30085,2013-01-29T11:35:09.3900000,,,,,,
3807297,WHITE HORSE SPGS AUG PLN,,A,AUGMENTATION/REPLACEMENT PLAN,UNDEFINED,,,,,5,38,,PITKIN,39.235293,-106.857508,2005-02-22T10:29:00.0000000,,,,,,
3807298,WHITE HORSE WTR  & SAN AUG PLAN,,H,AUGMENTATION/REPLACEMENT PLAN,UNDEFINED,,,,,5,38,,PITKIN,39.236442,-106.858273,2019-11-27T10:25:04.9000000,,,,,,
3807302,WAX PUMP AND PL EXCHANGE,,A,OTHER,ROARING FORK RIVER,174812,35.29,,,5,38,,PITKIN,39.36365,-106.818602,2007-02-19T10:52:00.0000000,,,,,,
3807303,WHITE HORSE SPGS EXCHANG,,A,OTHER,ROARING FORK RIVER,174812,40.54,,,5,38,,PITKIN,39.236442,-106.858273,1998-04-29T00:00:00.0000000,,,,,,
3807319,CCVR AUG PLAN,,H,AUGMENTATION/REPLACEMENT PLAN,UNDEFINED,,,,,5,38,,PITKIN,39.168909,-106.851475,2019-11-27T10:26:06.8700000,,,,,,
3807329,MID VALLEY METRO AUG PLN,,H,AUGMENTATION/REPLACEMENT PLAN,UNDEFINED,,,2002-11-30T00:00:00.0000000,2010-09-30T00:00:00.0000000,5,38,,EAGLE,39.366391,-107.069785,2013-01-29T11:35:26.6900000,,,,,,
3807331,BWCD AUG PLAN,FKA 3807001,H,AUGMENTATION/REPLACEMENT PLAN,UNDEFINED,,,2002-11-30T00:00:00.0000000,2010-10-31T00:00:00.0000000,5,38,,GARFIELD,39.487569,-107.297572,2013-01-29T11:35:30.5130000,,,,,,
3807332,BWCD EXCHNG,,H,OTHER,FRYINGPAN RIVER,174854,0,,,5,38,,GARFIELD,39.487569,-107.297572,2015-02-18T11:56:35.9230000,,,,,,
3807333,HAMBY SUB AUG PLAN,,U,AUGMENTATION/REPLACEMENT PLAN,FRYINGPAN RIVER,174854,,,,5,38,,EAGLE,39.380509,-106.953491,2019-11-01T11:38:02.9730000,,,,,,
3807342,BROADHURST AUG PLAN,,H,AUGMENTATION/REPLACEMENT PLAN,UNDEFINED,,,,,5,38,,GARFIELD,39.430811,-107.21614,2013-02-21T15:44:18.1700000,,,,,,
3807391,AUSTER AUG PLAN,,I,AUGMENTATION/REPLACEMENT PLAN,UNDEFINED,,,,,5,38,,PITKIN,39.215577,-106.781418,2005-03-10T10:52:00.0000000,,,,,,
3807393,BECK AUG PLAN,,N,AUGMENTATION/REPLACEMENT PLAN,UNDEFINED,,,,,5,38,,PITKIN,39.300877,-106.966237,2016-04-06T09:34:35.7700000,,,,,,
3807396,JBH AUG PLAN,,H,AUGMENTATION/REPLACEMENT PLAN,UNDEFINED,,,,,5,38,,PITKIN,39.282602,-106.866296,2019-11-27T10:27:10.8230000,,,,,,
3807398,SIROUS WELLS AUG PLAN,BWCD CONTRACT 3.3.5.191B,H,AUGMENTATION/REPLACEMENT PLAN,UNDEFINED,,,2004-10-31T00:00:00.0000000,2004-10-31T00:00:00.0000000,5,38,,EAGLE,39.415585,-107.106851,2013-01-29T11:36:11.6730000,,,,,,
3807494,TURNER PUMP AUG PLAN,,H,AUGMENTATION/REPLACEMENT PLAN,UNDEFINED,,,2010-09-30T00:00:00.0000000,2010-09-30T00:00:00.0000000,5,38,,GARFIELD,39.475616,-107.317496,2013-01-29T11:36:19.1200000,,,,,,
3807495,PEARL WELL AUG PLAN,,H,AUGMENTATION/REPLACEMENT PLAN,UNDEFINED,,,,,5,38,,PITKIN,39.278973,-106.894938,2019-11-27T10:28:08.8330000,,,,,,
3807496,PEARL WELL EXCHANGE,,A,OTHER,ROARING FORK RIVER,174812,36.56,,,5,38,,PITKIN,39.279994,-106.896394,2002-03-25T00:00:00.0000000,,,,,,
3807497,DARIEN WELL AUG PLAN,,H,AUGMENTATION/REPLACEMENT PLAN,UNDEFINED,,,2004-10-31T00:00:00.0000000,2004-10-31T00:00:00.0000000,5,38,,GUNNISON,39.086413,-107.240676,2013-01-29T11:36:32.2600000,,,,,,
3807498,SPRY AUG PLAN,,H,AUGMENTATION/REPLACEMENT PLAN,UNDEFINED,,,,,5,38,,GARFIELD,39.475616,-107.317496,2013-01-29T11:36:43.5100000,,,,,,
3807499,SPRY EXCHANGE,,H,OTHER,FOURMILE CREEK,174811,0,,,5,38,,GARFIELD,39.484007,-107.302661,2015-02-18T11:57:29.2730000,,,,,,
3807503,LAZY DIAMOND A AUG PLAN,,H,AUGMENTATION/REPLACEMENT PLAN,UNDEFINED,,,,,5,38,,GARFIELD,39.468369,-107.317411,2013-01-29T11:36:54.2400000,,,,,,
3807504,BLUE LAKE HOA AUG PLAN,,H,AUGMENTATION/REPLACEMENT PLAN,UNDEFINED,,,,,5,38,,EAGLE,39.415534,-107.102263,2013-01-29T11:37:01.7400000,,,,,,
3807506,LYLE WELL AUG PLAN,,H,AUGMENTATION/REPLACEMENT PLAN,UNDEFINED,,,,,5,38,,GARFIELD,39.44829,-107.191493,2013-01-29T11:37:09.3230000,,,,,,
3807507,WEITZ. & MARY E WELL AUG PLAN,,H,AUGMENTATION/REPLACEMENT PLAN,UNDEFINED,,,,,5,38,,GARFIELD,39.445064,-107.191043,2013-01-29T11:37:16.4270000,,,,,,
3807508,WDWCD AUG PLAN 4M 94CW344,,H,AUGMENTATION/REPLACEMENT PLAN,UNDEFINED,,,2000-10-31T00:00:00.0000000,2007-10-31T00:00:00.0000000,5,38,,GARFIELD,39.471992,-107.317453,2013-01-29T11:37:21.2030000,,,,,,
3807509,WDWCD SWSP/02CW225 4M,,H,AUGMENTATION/REPLACEMENT PLAN,UNDEFINED,,,2000-10-31T00:00:00.0000000,2007-10-31T00:00:00.0000000,5,38,,UNKNOWN,,,2013-01-29T11:37:27.8200000,,,,,,
3807510,ESHELMAN AUG PLAN,,H,AUGMENTATION/REPLACEMENT PLAN,UNDEFINED,,,,,5,38,,GARFIELD,39.452508,-107.144308,2013-01-29T11:37:33.0700000,,,,,,
3807511,PITTENGER WELL AUG PLAN,,H,AUGMENTATION/REPLACEMENT PLAN,UNDEFINED,,,,,5,38,,GUNNISON,39.07843,-107.228376,2013-01-29T11:37:41.7770000,,,,,,
3807512,MICHELLE WELL NO 1 AUG PLAN,,H,AUGMENTATION/REPLACEMENT PLAN,UNDEFINED,,,,,5,38,,GARFIELD,39.425603,-107.124067,2013-01-29T11:37:47.7630000,,,,,,
3807513,FLYING ELK AUG PLAN,,H,AUGMENTATION/REPLACEMENT PLAN,UNDEFINED,,,,,5,38,,PITKIN,39.254715,-106.842937,2019-11-27T10:29:28.0530000,,,,,,
3807514,LAZY BROOKS AUG PLAN,,H,AUGMENTATION/REPLACEMENT PLAN,UNDEFINED,,,,,5,38,,PITKIN,39.325743,-106.948405,2019-11-27T10:30:23.7870000,,,,,,
3807515,LAZY BROOKS AUG EXCHANGE,,A,OTHER,ROARING FORK RIVER,174812,31.94,,,5,38,,PITKIN,39.325662,-106.948391,2006-02-16T12:54:00.0000000,,,,,,
3807517,FDRW AUG PLAN,,H,AUGMENTATION/REPLACEMENT PLAN,UNDEFINED,,,,,5,38,,PITKIN,39.350542,-107.19983,2013-01-29T11:38:02.0200000,,,,,,
3807519,UTE MEADOWS WELL AUG PLAN,,H,AUGMENTATION/REPLACEMENT PLAN,UNDEFINED,,,,,5,38,,GUNNISON,39.07761,-107.225542,2013-01-29T11:38:08.8600000,,,,,,
3807520,RIMLEDGE WELL AUG PLAN,,H,AUGMENTATION/REPLACEMENT PLAN,UNDEFINED,,,,,5,38,,GARFIELD,39.445024,-107.148974,2013-01-29T11:38:15.2630000,,,,,,
3807521,ASPEN VALLEY DOWNS/RANCH AUG PLAN,,H,AUGMENTATION/REPLACEMENT PLAN,UNDEFINED,,,,,5,38,,PITKIN,39.30067,-106.890547,2019-11-27T10:31:43.2400000,,,,,,
3807522,SMITH/HYDE AUG PLAN,,A,AUGMENTATION/REPLACEMENT PLAN,UNDEFINED,,,,,5,38,,PITKIN,39.172513,-106.842187,2005-09-16T07:37:00.0000000,,,,,,
3807523,SHIFRIN AUG PLAN,CACHE POND AUG PLAN,H,AUGMENTATION/REPLACEMENT PLAN,UNDEFINED,,,,,5,38,,GARFIELD,39.437664,-107.167822,2013-01-29T11:38:30.7700000,,,,,,
3807524,AMR WELL NO 1 AUG PLAN,,H,AUGMENTATION/REPLACEMENT PLAN,UNDEFINED,,,,,5,38,,PITKIN,39.258391,-106.882924,2019-11-27T10:33:16.5770000,,,,,,
3807528,PPLTD AUG PLAN,,H,AUGMENTATION/REPLACEMENT PLAN,UNDEFINED,,,,,5,38,,PITKIN,39.074673,-106.803264,2019-11-27T10:33:52.4400000,,,,,,
3807530,BUTERA WELL AUG PLAN,,H,AUGMENTATION/REPLACEMENT PLAN,UNDEFINED,,,,,5,38,,PITKIN,39.166166,-106.845033,2019-11-27T10:34:18.0900000,,,,,,
3807531,ANDLINGER AUG PLAN,,H,AUGMENTATION/REPLACEMENT PLAN,UNDEFINED,,,,,5,38,,PITKIN,39.255513,-107.077018,2019-11-27T10:34:41.8500000,,,,,,
3807535,OH-BE-JOYFUL WELLS AUG PLAN,,H,AUGMENTATION/REPLACEMENT PLAN,UNDEFINED,,,,,5,38,,ROUTT,40.610219,-107.01865,2019-11-27T10:35:26.2470000,,,,,,
3807536,SPRINGRIDGE DEVEL AUG PLAN,,H,AUGMENTATION/REPLACEMENT PLAN,UNDEFINED,,,,,5,38,,GARFIELD,39.460626,-107.317377,2013-01-29T11:38:56.7570000,,,,,,
3807544,PRICE PUMP AUG PLAN,,H,AUGMENTATION/REPLACEMENT PLAN,UNDEFINED,,,,,5,38,,GARFIELD,39.462759,-107.324609,2013-01-29T11:39:04.9700000,,,,,,
3807545,BAR HICK SON PUMP AUG PLAN,,H,AUGMENTATION/REPLACEMENT PLAN,UNDEFINED,,,,,5,38,,ROUTT,40.45985,-107.364801,2013-01-29T11:39:14.2400000,,,,,,
3807547,STONE WELL NO.1 AUG PLAN,,H,AUGMENTATION/REPLACEMENT PLAN,UNDEFINED,,,,,5,38,,PITKIN,39.201494,-106.828263,2019-11-27T10:35:48.4800000,,,,,,
3807560,RUEDI SHORES SUBD AUG PLAN,,H,AUGMENTATION/REPLACEMENT PLAN,UNDEFINED,,,2010-09-30T00:00:00.0000000,2010-09-30T00:00:00.0000000,5,38,,EAGLE,39.382424,-106.816454,2019-11-27T10:36:47.4430000,,,,,,
3807561,RUEDI SHORES SUBD EXCH,,A,OTHER,FRYINGPAN RIVER,174854,14.82,,,5,38,,EAGLE,39.382432,-106.816477,2005-02-16T11:04:00.0000000,,,,,,
3807562,DOW CRYSTAL HATCH AUG PL,,H,AUGMENTATION/REPLACEMENT PLAN,UNDEFINED,,,,,5,38,,GARFIELD,39.375702,-107.205898,2013-01-29T11:39:41.7830000,,,,,,
3807563,PEACH BLOW HOA AUG PLAN,,H,AUGMENTATION/REPLACEMENT PLAN,UNDEFINED,,,,,5,38,,EAGLE,39.375856,-106.885473,2019-11-27T10:43:04.9100000,,,,,,
3807564,KIP WELLS AUG PLAN,,H,AUGMENTATION/REPLACEMENT PLAN,UNDEFINED,,,,,5,38,,EAGLE,39.419248,-107.11141,2013-01-29T11:39:55.2600000,,,,,,
3807565,DOW CRYSTAL HATCH RACEWAYS,,A,RESERVOIR,CRYSTAL RIVER,174835,,2017-11-30T00:00:00.0000000,2018-10-31T00:00:00.0000000,5,38,,GARFIELD,39.380142,-107.20394,2019-01-30T09:54:37.0670000,,,,,,
3807566,LYON WELLS AUG PLAN,,H,AUGMENTATION/REPLACEMENT PLAN,UNDEFINED,,,,,5,38,,GUNNISON,39.115416,-107.263103,2013-01-29T11:40:02.3330000,,,,,,
3807567,BARAN WELL AUG PLAN,,H,AUGMENTATION/REPLACEMENT PLAN,UNDEFINED,,,,,5,38,,GARFIELD,39.452409,-107.138176,2013-01-29T11:40:09.4300000,,,,,,
3807568,STAINTON PONDS 7 & 8 AUG PLAN,,H,AUGMENTATION/REPLACEMENT PLAN,UNDEFINED,,,,,5,38,,GARFIELD,39.411641,-107.315558,2013-01-29T11:40:17.9030000,,,,,,
3807569,STAINTON PONDS 7 & 8 EXCHANGE,,H,OTHER,FOURMILE CREEK,174811,2.64,,,5,38,,GARFIELD,39.464384,-107.322094,2015-02-18T11:57:41.6270000,,,,,,
3807570,FLANNERY FOUR MILE EXCH,,H,OTHER,FOURMILE CREEK,174811,2.64,,,5,38,,GARFIELD,39.464384,-107.322094,2015-02-18T12:04:47.6630000,,,,,,
3807571,HUGHES GARDEN DITCH DEPLETION REACH,,A,REACH,ROARING FORK RIVER,174812,3.58,,,5,38,,GARFIELD,39.508227,-107.306574,2015-02-18T11:58:04.6070000,,,,,,
3807572,UNIFYING FIELDS PONDS AUG PLAN,,H,AUGMENTATION/REPLACEMENT PLAN,UNDEFINED,,,,,5,38,,PITKIN,39.345372,-106.676825,2019-11-27T10:43:41.1900000,,,,,,
3807573,BODIE WELL NO 1 AUG PLAN,,H,AUGMENTATION/REPLACEMENT PLAN,UNDEFINED,,,,,5,38,,GARFIELD,39.475359,-107.270142,2013-01-29T11:41:06.6570000,,,,,,
3807574,ROCKET WELL AUG PLAN,,H,AUGMENTATION/REPLACEMENT PLAN,UNDEFINED,,,,,5,38,,PITKIN,39.33006,-106.961391,2019-11-27T10:44:05.7230000,,,,,,
3807575,GIRARDI AUG PLAN,,H,AUGMENTATION/REPLACEMENT PLAN,UNDEFINED,,,,,5,38,,PITKIN,39.301006,-106.924285,2019-11-27T10:44:34.1670000,,,,,,
3807578,TELLER SPRINGS EXCHANGE,,H,OTHER,ROARING FORK RIVER,174812,0,,,5,38,,GARFIELD,39.553408,-107.331519,2015-02-18T11:58:54.9800000,,,,,,
3807609,RMM WELL AUG PLAN,,H,AUGMENTATION/REPLACEMENT PLAN,UNDEFINED,,,,,5,38,,GARFIELD,39.442886,-107.173139,2013-01-29T11:41:42.2300000,,,,,,
3807613,MKC WELL NO. 1 AUG PLAN,,H,AUGMENTATION/REPLACEMENT PLAN,UNDEFINED,,,,,5,38,,GARFIELD,39.421179,-107.119147,2013-01-29T11:41:53.9500000,,,,,,
3807619,RUEDI/WOLFORD EXCHANGE,,F,OTHER,FRYINGPAN RIVER,174854,21.22,,,5,38,,GRAND,40.069868,-106.372594,2003-03-14T16:38:00.0000000,,,,,,
3807630,ARIES POND AUG PLAN,,H,AUGMENTATION/REPLACEMENT PLAN,UNDEFINED,,,,,5,38,,EAGLE,39.392234,-107.106148,2013-01-29T11:42:04.9100000,,,,,,
3807631,ARIES POND EXCHANGE,,H,OTHER,ROARING FORK RIVER,174812,20.92,,,5,38,,EAGLE,39.392766,-107.102507,2015-02-18T11:59:16.2370000,,,,,,
3807632,LIBRA POND AUG PLAN,,H,AUGMENTATION/REPLACEMENT PLAN,UNDEFINED,,,,,5,38,,EAGLE,39.388082,-107.107073,2013-01-29T11:42:19.2170000,,,,,,
3807633,LIBRA POND EXCHANGE,,H,OTHER,ROARING FORK RIVER,174812,20.92,,,5,38,,EAGLE,39.392766,-107.102507,2015-02-18T11:59:26.3030000,,,,,,
3807634,ZIFF POND/WELL AUG PLAN,,H,AUGMENTATION/REPLACEMENT PLAN,UNDEFINED,,,,,5,38,,PITKIN,39.238905,-106.843445,2019-11-27T10:45:34.1770000,,,,,,
3807635,OAK SPRINGS LOT 11 AUG P,,H,AUGMENTATION/REPLACEMENT PLAN,UNDEFINED,,,,,5,38,,GARFIELD,39.427984,-107.307743,2013-01-29T11:42:35.0730000,,,,,,
3807636,OAK SPRINGS LOT 11 EXCH,,H,OTHER,FOURMILE CREEK,174811,2.82,,,5,38,,GARFIELD,39.460496,-107.322068,2015-02-18T12:04:36.5600000,,,,,,
3807637,F/L WELLS AUG PLAN,,H,AUGMENTATION/REPLACEMENT PLAN,UNDEFINED,,,,,5,38,,EAGLE,39.383604,-106.944626,2019-11-27T10:46:05.7230000,,,,,,
3807642,VAGNEUR COOK AUG PLAN,,H,AUGMENTATION/REPLACEMENT PLAN,UNDEFINED,,,,,5,38,,PITKIN,39.30067,-106.890547,2019-11-27T10:46:38.4830000,,,,,,
3807643,TOWN OF BASALT AUG PLAN,,H,AUGMENTATION/REPLACEMENT PLAN,UNDEFINED,,,2002-11-30T00:00:00.0000000,2007-10-31T00:00:00.0000000,5,38,,EAGLE,39.373608,-107.040732,2019-11-27T10:47:09.3500000,,,,,,
3807645,BWCD SWSP,,H,AUGMENTATION/REPLACEMENT PLAN,UNDEFINED,,,2002-11-30T00:00:00.0000000,2010-10-31T00:00:00.0000000,5,38,,GARFIELD,,,2013-03-20T15:12:59.2000000,,,,,,
3807648,SHAFFER POND WELL AUG PL,,H,AUGMENTATION/REPLACEMENT PLAN,UNDEFINED,,,2009-10-31T00:00:00.0000000,2009-10-31T00:00:00.0000000,5,38,,PITKIN,39.33709,-107.05705,2019-11-27T10:47:38.5270000,,,,,,
3807649,HAT CREEK SUB AUG PLAN,,H,AUGMENTATION/REPLACEMENT PLAN,UNDEFINED,,,,,5,38,,EAGLE,39.379879,-107.077253,2013-01-29T11:43:09.3170000,,,,,,
3807650,WILDCAT RANCH / SWSD CHRISTENSEN AUG PLAN,,H,AUGMENTATION/REPLACEMENT PLAN,UNDEFINED,,,,,5,38,,PITKIN,39.271743,-107.041669,2021-03-08T12:11:23.3370000,,,,,,
3807651,OAK MEADOWS SUB AUG PLAN,,H,AUGMENTATION/REPLACEMENT PLAN,UNDEFINED,,,,,5,38,,GARFIELD,39.439052,-107.312671,2013-01-29T11:43:18.6770000,,,,,,
3807652,HARRY COLLINS AUG PLAN,MCCABE RANCH AUG PLAN,H,AUGMENTATION/REPLACEMENT PLAN,UNDEFINED,,,,,5,38,,PITKIN,39.282893,-107.022932,2019-11-27T10:48:42.5100000,,,,,,
3807653,LOS AMIGOS RANCH AUG PLAN,,H,AUGMENTATION/REPLACEMENT PLAN,UNDEFINED,,,,,5,38,,GARFIELD,39.485136,-107.244213,2013-01-29T11:43:28.8830000,,,,,,
3807654,SOPRIS MESA SUB. AUG PLAN,SOPRIS MESA SUBDIVISION,H,AUGMENTATION/REPLACEMENT PLAN,UNDEFINED,,,,,5,38,,EAGLE,39.42999,-107.106794,2013-01-29T11:43:53.0330000,,,,,,
3807655,BWCD GRACE & SHEHI AUG,,H,AUGMENTATION/REPLACEMENT PLAN,UNDEFINED,,,,,5,38,,,,,2019-01-30T09:52:17.3400000,,,,,,
3807661,DOUGLAS AUG PLAN,,H,AUGMENTATION/REPLACEMENT PLAN,UNDEFINED,,,,,5,38,,PITKIN,39.241617,-106.945205,2019-11-27T10:49:06.9300000,,,,,,
3807662,GIBSON AUG PLAN,,H,AUGMENTATION/REPLACEMENT PLAN,UNDEFINED,,,,,5,38,,PITKIN,39.275805,-106.890276,2019-11-27T10:49:43.0300000,,,,,,
3807666,DEODAR AUG PLAN,,H,AUGMENTATION/REPLACEMENT PLAN,UNDEFINED,,,,,5,38,,PITKIN,39.277044,-106.888849,2019-11-27T10:50:46.6170000,,,,,,
3807667,JONES WELL AUG PLAN,,H,AUGMENTATION/REPLACEMENT PLAN,UNDEFINED,,,,,5,38,,PITKIN,39.275276,-106.885503,2019-11-27T10:51:42.0330000,,,,,,
3807668,JONES WELL EXCHANGE,,A,OTHER,ROARING FORK RIVER,174812,37.04,,,5,38,,PITKIN,39.274869,-106.887411,2007-02-26T15:57:00.0000000,,,,,,
3807674,CHAPMAN AUG PLAN,,H,AUGMENTATION/REPLACEMENT PLAN,UNDEFINED,,,,,5,38,,EAGLE,39.500877,-107.000736,2019-11-27T10:52:43.6300000,,,,,,
3807677,SINCLAIR AUG PLAN,,H,AUGMENTATION/REPLACEMENT PLAN,UNDEFINED,,,,,5,38,,PITKIN,39.20536,-106.907884,2019-11-27T10:54:05.1400000,,,,,,
3807678,DAKOTA AUG PLAN,,H,AUGMENTATION/REPLACEMENT PLAN,UNDEFINED,,,,,5,38,,GARFIELD,39.404641,-107.114535,2013-01-29T11:44:21.3100000,,,,,,
3807679,WEST RANCH AUG PLAN,,A,AUGMENTATION/REPLACEMENT PLAN,UNDEFINED,,,,,5,38,,PITKIN,39.297009,-106.911556,2005-12-21T13:46:00.0000000,,,,,,
3807680,JCH AUG PLAN,,I,AUGMENTATION/REPLACEMENT PLAN,CASTLE CREEK,180078,,,,5,38,,PITKIN,39.161236,-106.844568,2019-04-30T12:01:16.4500000,,,,,,
3807681,ABUNDANT ACRES AUG PLAN,,I,AUGMENTATION/REPLACEMENT PLAN,LITTLE ELK CREEK,175027,,,,5,38,,PITKIN,39.284121,-106.995549,2019-04-30T13:06:47.1900000,,,,,,
3807682,CASA CASCADE AUG PLAN,,I,AUGMENTATION/REPLACEMENT PLAN,CASTLE CREEK,180078,,,,5,38,,PITKIN,39.078998,-106.802681,2019-05-01T09:40:02.3530000,,,,,,
3807683,RED MTN ESTATES AUG PLAN,,I,AUGMENTATION/REPLACEMENT PLAN,HUNTER CREEK,175223,,,,5,38,,PITKIN,39.198696,-106.810982,2019-06-14T13:13:24.2230000,,,,,,
3807694,OWL CR RANCH S. AUG PLAN,,H,AUGMENTATION/REPLACEMENT PLAN,UNDEFINED,,,,,5,38,,PITKIN,39.212805,-106.884592,2019-11-27T10:55:43.3130000,,,,,,
3807703,ASPEN GLEN AUG PLAN,,H,AUGMENTATION/REPLACEMENT PLAN,UNDEFINED,,,2004-10-31T00:00:00.0000000,2010-10-31T00:00:00.0000000,5,38,,GARFIELD,39.427942,-107.250683,2013-01-29T11:44:32.3770000,,,,,,
3807705,THORNE AUG PLAN,,H,AUGMENTATION/REPLACEMENT PLAN,UNDEFINED,,,,,5,38,,PITKIN,39.299909,-107.00059,2019-11-27T10:56:32.5100000,,,,,,
3807708,SUNLIGHT INN AUG PLAN,,H,AUGMENTATION/REPLACEMENT PLAN,UNDEFINED,,,,,5,38,,GARFIELD,39.4031,-107.34122,2013-01-29T11:44:52.6300000,,,,,,
3807709,SUNLIGHT INN EXCHANGE,,H,OTHER,FOURMILE CREEK,174811,9.05,,,5,38,,GARFIELD,39.4031,-107.34122,2015-02-18T11:59:49.3470000,,,,,,
3807761,TEN PEAKS AUG PLAN,,H,AUGMENTATION/REPLACEMENT PLAN,UNDEFINED,,,,,5,38,,GARFIELD,39.470705,-107.116381,2013-01-29T11:45:00.9870000,,,,,,
3807762,WESTBANK RANCH AUG PLAN,,H,AUGMENTATION/REPLACEMENT PLAN,UNDEFINED,,,,,5,38,,GARFIELD,39.480281,-107.289234,2013-01-29T11:45:07.0670000,,,,,,
3807763,WESTBANK RANCH EXCHANGE,,H,OTHER,ROARING FORK RIVER,174812,0,,,5,38,,GARFIELD,39.553408,-107.331519,2015-02-18T11:59:57.7770000,,,,,,
3807764,WESTBANK MESA AUG PLAN,,H,AUGMENTATION/REPLACEMENT PLAN,UNDEFINED,,,,,5,38,,GARFIELD,39.475751,-107.284468,2013-01-29T11:45:25.8570000,,,,,,
3807769,SHOOK AUG PLAN,,H,AUGMENTATION/REPLACEMENT PLAN,UNDEFINED,,,,,5,38,,PITKIN,39.207642,-106.831769,2019-11-27T10:57:06.9300000,,,,,,
