wdid,structureName,streamMile,latitude,longitude,adminNumber,netAbsolute
3906302,ELK TRAIL SPRING,,39.582303,-107.965611,55152.30859,0.0089
3906303,MYLES SPRING,,39.548491,-107.956583,55152.30859,0.0089
3906304,SF SPRING,,39.547673,-107.954721,55152.30859,0.0033
3906305,LOGAN SPRING,,39.550002,-107.954553,55152.30859,0.0045
3906306,ANVIL POINT SPRING,,39.553169,-107.946565,55152.30859,0.0223
3906307,SARAH SPRING,,39.553849,-107.952063,55152.30859,0.0223
3906308,MOTHER HEN SPRING,,39.579466,-107.948948,55152.30859,0.0011
3906309,REM SPRING,,39.588517,-107.94301,55152.30859,0.025
3906310,RM SPRING,,39.590345,-107.934495,55152.30859,0.0022
3906311,TWO BUCK SPRING,,39.584966,-107.9306,55152.30859,0.0033
3906312,BUGLE SPRING,,39.583998,-107.934681,55152.30859,0.0011
3906313,LOWER TIMBER SPRING,,39.575763,-107.956753,55152.30859,0.0003
3906314,EAST CAMP GULCH SPRING,,39.576271,-107.965097,55152.30859,0.0089
3906315,YOGI SPRING,,39.572674,-107.970159,55152.30859,0.0111
3906316,WALLOW SPRING,,39.578434,-107.971778,55152.30859,0.0006
3906317,5X5 SPRING,,39.568919,-108.00303,55152.30859,0.0078
3906318,BULL GULCH SPRING #1,,39.575476,-107.999915,55152.30859,0.0223
3906319,NWP SPRING #1,,39.615457,-108.026857,55152.30859,0.0045
3906320,BEE SPRING,,39.611641,-108.00419,55152.30859,0.0011
3906321,AJ SPRING,,39.571557,-107.90785,55152.30859,0.0022
3906322,SILT SPRING,,39.576781,-107.904285,55152.30859,0.0022
3906323,KR SPRING,,39.580615,-107.906948,55152.30859,0.0045
3906324,MANO SPRING,,39.579806,-107.900034,55152.30859,0.0033
3906325,BUFFALO SPRING,,39.576924,-107.90003,55152.30859,0.0056
3906326,BOX SPRING,,39.54983,-107.934694,55152.30859,0.0134
3906327,SECOND ANVIL SPRING #1,,39.563249,-107.918024,55152.30859,0.0045
3906328,BULL WALLOW SPRING,,39.617124,-107.933495,55152.30859,0.0045
3906329,LITTLE TRICHNER SPRING,,39.626318,-107.942201,55152.30859,0.0045
3906330,TRICHNER SPRING,,39.622318,-107.940051,55152.30859,0.0011
3906331,THREE TANK SPRING #2,,39.624224,-107.942717,55152.30859,0.0017
3906332,BC SPRING,,39.62106,-107.966136,55152.30859,0.0134
3906333,SOUTH COOK SPRING #3,,39.615599,-107.972553,55152.30859,0.0134
3906334,GABBY SPRING,,39.593114,-107.900671,55152.30859,0.0011
3906335,MF SPRING,,39.589136,-107.906256,55152.30859,0.0017
3906336,MULEY SPRING,,39.592555,-107.895967,55152.30859,0.0067
3906337,DOE SPRING,,39.588989,-107.897029,55152.30859,0.0045
3906338,BEEF SPRING,,39.594749,-107.896862,55152.30859,0.0011
3906339,3-POINT SPRING,,39.599146,-107.899339,55152.30859,0.0045
3906340,JQS GULCH SPRING,,39.598732,-107.900044,55152.30859,0.0006
3906341,STOCK SPRING,,39.603347,-107.90536,55152.30859,0.0067
3906342,GEORGIA SPRING,,39.640748,-107.934773,55152.30859,0.0011
3906343,HUBERT SPRING,,39.625999,-107.955094,55152.30859,0.0089
3906344,EDGELEY SPRING,,39.626008,-107.952963,55152.30859,0.0089
3906345,LINDAUER SPRING,,39.606678,-107.978634,55152.30859,0.0111
3906346,SOUTH COOK SPRING #2,,39.614216,-107.984665,55152.30859,0.0033
3906347,CABIN DRAW SPRING,,39.612255,-107.912942,55152.30859,0.0045
3906348,HORSE PASTURE SPRING,,39.618377,-107.908424,55152.30859,0.0089
3906349,BLAIR SPRING,,39.609919,-107.919157,55152.30859,0.0056
3906350,BRONCOS LOST SPRING,,39.614802,-107.919502,55152.30859,0.0033
3906351,N. NORTHWATER SPRING,,39.616033,-107.923572,55152.30859,0.0056
3906352,TWIN SPRING,,39.6084,-107.931903,55152.30859,0.0022
3906353,LITTLE SPRUCE DRAW SPRING,,39.60785,-107.930483,55152.30859,0.0056
3906354,CLOUGH SPRING,,39.603721,-107.938809,55152.30859,0.01
3906355,SPRUCE DRAW SPRING,,39.600023,-107.933646,55152.30859,0.0089
3906356,SIPPY SPRING,,39.573599,-107.918027,55152.30859,0.0006
3906357,JQS TRAIL SPRING,,39.587932,-107.973046,55152.30859,0.0229
3906358,RASPBERRY SPRING,,39.59648,-107.941961,55152.30859,0.0067
3906359,WALLOW SPRING #2,,39.59865,-107.946234,55152.30859,0.0033
3906360,ELDERBERRY SPRING,,39.595721,-107.952676,55152.30859,0.0078
3906361,RUTH ELLEN SPRING,,39.588763,-107.947514,55152.30859,0.0111
3906362,JEN SPRING,,39.599422,-107.901284,55152.30859,0.0223
3906363,BLUE CABIN SPRING #2,,39.593673,-107.917158,55152.30859,0.0006
3906364,LONG RIDGE SPRING,,39.60594,-107.915088,55152.30859,0.0022
3906365,FIRST WATER SPRING,,39.589819,-107.92354,55152.30859,0.0223
3906366,SUMMER SPRING,,39.601961,-107.921454,55152.30859,0.0045
3906367,BELLA SPRING,,39.603052,-107.925715,55152.30859,0.0022
3906368,SLAPPEY WELL NO 1,,39.590167,-107.556477,55152.54812,0
3906369,SLAPPEY WELL NO 2,,39.58898,-107.557609,55152.54812,0
3906370,SLAPPEY WELL NO 3,,39.589469,-107.556265,55152.54812,0
3906371,SLAPPEY WELL NO 4,,39.588273,-107.556547,55152.54812,0
3906372,SLAPPEY WELL NO 5,,39.589769,-107.557347,55152.54812,0
3906373,SLAPPEY WELL NO 6,,39.589159,-107.556428,55152.54812,0
3906374,CREEKSIDE RANCH WELL NO1,,39.590958,-107.561862,55077,0
3906375,CREEKSIDE RANCH WELL NO2,,39.590967,-107.56064,55077,0
3906376,STARK WELL,,39.589734,-107.55936,55077,0
3906377,PVO/SSE WELL NO 1,,39.577335,-107.67463,54826,0
3906378,UNA PIT,,39.396063,-108.102367,55882.52279,24.3
3906379,MITCHELL'S WELL,,39.663629,-107.701419,55882.46285,0.033
3906380,CASEY POND NO 1,,39.535778,-107.746038,39193,0
3906380,CASEY POND NO 1,,39.535778,-107.746038,55882.47084,3.53
3906381,CASEY POND NO 2,,39.536264,-107.743777,39193,0
3906382,CASEY POND NO 3,,39.537231,-107.742128,39193,0
3906383,CASEY POND NO 4,,39.537783,-107.74051,39193,0
3906383,CASEY POND NO 4,,39.537783,-107.74051,55882.50885,0
3906384,CASEY POND NO 5,,39.538894,-107.738436,39193,0
3906384,CASEY POND NO 5,,39.538894,-107.738436,55882.50885,0
3906385,B AND J SPRING,,39.68959,-107.647513,56247.56056,0.35
3906386,ADRIAN SPRING,,39.61941,-107.877437,56613.33419,0.009
3906387,NISBET WELL NO 1,,39.561324,-107.569372,56613.48168,0.033
3906390,CASEY PIT,,39.536603,-107.744663,55882.47084,0
3906390,CASEY PIT,,39.536603,-107.744663,55882.50885,0
3906390,CASEY PIT,,39.536603,-107.744663,58804.58254,0
3906395,MONCKTON WELL NO. 1,,39.654987,-107.56454,56613.27545,0.033
3906398,MONCKTON SPRING,,39.655144,-107.563136,56836,0.5
3906399,RIFLE CR GOLF WELL NO 1,,39.613902,-107.765291,13629,0.055
3906399,RIFLE CR GOLF WELL NO 1,,39.613902,-107.765291,55152.53564,0.033
3906400,N. BANK GRAVEL PIT WELL A,,39.539916,-107.730262,56978.56955,0
3906401,N. BANK GRAVEL PIT WELL B,,39.542388,-107.720492,56978.56955,0.668
3906402,YOUNG SPRING,,39.634278,-107.539447,56978.56899,0.033
3906403,RIFLE POND WELL,,39.532062,-107.756141,12362,0
3906403,RIFLE POND WELL,,39.532062,-107.756141,32780,0
3906403,RIFLE POND WELL,,39.532062,-107.756141,36195,0
3906403,RIFLE POND WELL,,39.532062,-107.756141,37681.31563,0
3906403,RIFLE POND WELL,,39.532062,-107.756141,48197,0
3906403,RIFLE POND WELL,,39.532062,-107.756141,56247.55869,0.07
3906403,RIFLE POND WELL,,39.532062,-107.756141,56247.55869,26.3
3906406,MAIN HOUSE WELL,,39.602494,-107.439063,57708.51727,0.033
3906407,GUEST HOUSE WELL,,39.60225,-107.436062,57708.56025,0
3906408,BARN WELL,,39.603443,-107.440634,57708.56025,0
3906409,CABIN WELL,,39.604551,-107.438926,57708.37085,0.033
3906410,KOCH UNITED PIT,,39.449665,-108.043676,57708.50837,4.27
3907537,PUMA PAW AUGMENTATION P,,39.671322,-107.78255,53325,3.798
3908147,GLEN'S PIT,112.23,39.539336,-107.737662,59535.57206,0
3908153,NIELSON WELL #2,,39.542934,-107.665059,56613.44675,0
3908153,NIELSON WELL #2,,39.542934,-107.665059,56613.47229,0.004
3908154,NIELSON WELL #1,,39.543373,-107.66596,56613.44675,0.013
3908154,NIELSON WELL #1,,39.543373,-107.66596,56613.47229,0
3909003,TOWN OF SILT DEPLETION REACH,117.75,39.538251,-107.647276,57691,0
3909004,UNION OIL DEPLETION REACH,0.02,39.439486,-108.053967,56977,0
3909022,TOWN OF NEW CASTLE DEPLETION REACH,0.85,39.578284,-107.54583,49085,0
3909022,TOWN OF NEW CASTLE DEPLETION REACH,0.85,39.578284,-107.54583,55828,0
3909048,WATERSTONE DEPLETION REACH,0.01,39.573872,-107.447663,55790,0
3909063,GRASS VALLEY CANAL DEPLETION REACH,0.13,39.626256,-107.75834,36899,0
3909074,ENCANA / PARACHUTE CREEK DEPLETION REACH,0.03,39.439742,-108.053804,58712,0
3909079,PARACHUTE CREEK PUCKETT EXCHANGE,87.84,39.479465,-108.13576,57704,0
3909080,WDWCD MCLEARN DRAW DEPLETION REACH,5.79,39.613785,-107.724906,56248,0
3909080,WDWCD MCLEARN DRAW DEPLETION REACH,5.79,39.613785,-107.724906,56613.56522,0
3909081,WDWCD MCBRIDE DRAW DEPLETION REACH,0,39.555143,-107.721677,56248,0
3909081,WDWCD MCBRIDE DRAW DEPLETION REACH,0,39.555143,-107.721677,56613.56522,0
3909082,WDWCD SKUTTER DRAW DEPLETION REACH,6.6,39.615164,-107.696715,56613.56522,0
3909083,WDWCD BECK GULCH DEPLETION REACH,2.68,39.581248,-107.694339,56248,0
3909083,WDWCD BECK GULCH DEPLETION REACH,2.68,39.581248,-107.694339,56613.56522,0
3909084,WDWCD THODE DRAW DEPLETION REACH,1.82,39.571589,-107.685072,56248,0
3909084,WDWCD THODE DRAW DEPLETION REACH,1.82,39.571589,-107.685072,56613.56522,0
3909085,WDWCD UKELE DRAW DEPLETION REACH,115.93,39.555592,-107.677193,56613.56522,0
3909086,WDWCD HARVEY GAP DRAW DEPLETION REACH,0,39.606539,-107.661348,56613.56522,0
3909087,WDWCD COZZA GULCH DEPLETION REACH,3.22,39.579086,-107.64337,56613.56522,0
3909088,WDWCD SILT DRAW DEPLETION REACH,117.62,39.562563,-107.648585,56613.56522,0
3909089,WDWCD PRETI GULCH DEPLETION REACH,4.52,39.600734,-107.62867,56613.56522,0
3909090,WDWCD SILT MESA DEPLETION REACH,118.61,39.555961,-107.636242,56613.56522,0
3909091,WDWCD DEPLETION REACH NO. 1,7.82,39.677629,-107.698246,57343.56522,0
3909092,WDWCD DEPLETION REACH NO. 2,10.67,39.62012,-107.736325,57343.56522,0
3909093,WDWCD DEPLETION REACH NO. 3,11.11,39.62012,-107.736325,57343.56522,0
3909094,WDWCD DEPLETION REACH NO. 4,11.42,39.651196,-107.739485,57343.56522,0
3909095,WDWCD DEPLETION REACH NO. 5,1.71,39.651196,-107.739485,57343.56522,0
3909096,WDWCD DEPLETION REACH NO. 6,6.3,39.61998,-107.724648,57343.56522,0
3909097,WDWCD DEPLETION REACH NO. 7,1.92,39.61998,-107.724648,57343.56522,0
3909098,WDWCD DEPLETION REACH NO. 8,6.35,39.619898,-107.701185,57343.56522,0
3909099,WDWCD DEPLETION REACH NO. 9,4.24,39.619898,-107.701185,57343.56522,0
3909100,WDWCD DEPLETION REACH NO. 10,2.54,39.63048,-107.672099,57343.56522,0
3909101,WDWCD DEPLETION REACH NO. 11,5.89,39.63048,-107.672099,57343.56522,0
3909102,WDWCD DEPLETION REACH NO. 12,6.41,39.662916,-107.678115,57343.56522,0
3909103,WDWCD DEPLETION REACH NO. 13,6.74,39.662916,-107.678115,57343.56522,0
3909104,WDWCD DEPLETION REACH NO. 14,118.61,39.605686,-107.643078,57343.56522,0
3909105,WDWCD DEPLETION REACH NO. 15,2.03,39.605686,-107.643078,57343.56522,0
3909106,WDWCD DEPLETION REACH NO. 16,1.17,39.60835,-107.610138,57343.56522,0
3909107,WDWCD DEPLETION REACH NO. 17,121.06,39.60835,-107.610138,57343.56522,0
3909108,WDWCD DEPLETION REACH NO. 18,125.14,39.634096,-107.546105,57343.56522,0
3909109,WDWCD DEPLETION REACH NO. 19,0.03,39.634096,-107.546105,57343.56522,0
3909110,WDWCD DEPLETION REACH NO. 20,6.81,39.650063,-107.669031,57343.56522,0
3909111,WDWCD DEPLETION REACH NO. 21,115.9,39.650063,-107.669031,57343.56522,0
3909112,WDWCD DEPLETION REACH NO. 22,118.61,39.650052,-107.645513,57343.56522,0
3909113,WDWCD DEPLETION REACH NO. 23,4.8,39.650052,-107.645513,57343.56522,0
3909114,WDWCD DEPLETION REACH NO. 24,121.06,39.649999,-107.618871,57343.56522,0
3909115,WDWCD DEPLETION REACH NO. 25,3.73,39.649999,-107.618871,57343.56522,0
3909116,GOVERMENT CREEK DEPLETION REACH,107.73,39.650126,-107.881146,57343.56522,0
3909117,HUBBARD GULCH DEPLETION REACH,107.73,39.574583,-107.833931,57343.56522,0
3909118,WDWCD REGION 3 OASIS CREEK DEPLETION REACH,0.51,39.565854,-107.337909,56248,0
3909119,WDWCD REGION 3 MITCHELL CREEK DEPLETION REACH,0.49,39.566546,-107.371304,56248,0
3909120,WDWCD REGION 3 CANYON CREEK DEPLETION REACH,0.85,39.585526,-107.448691,56248,0
3909121,WDWCD REGION 3 COLORADO RIVER DEPLETION REACH,129.17,39.574677,-107.466236,56248,0
3909122,WDWCD REGION 4 PRETTI GULCH DEPLETION REACH,1.54,39.562478,-107.643216,56248,0
3909123,WDWCD REGION 4 COZZA GULCH DEPLETION REACH,1.73,39.563654,-107.657612,56248,0
3909124,WDWCD REGION 4 HARVEY GAP GULCH DEPLETION REACH,0,39.563979,-107.668588,56248,0
3909125,WDWCD REGION 4 COLORADO RIVER DEPLETION REACH,113.27,39.544516,-107.72004,56248,0
3909126,WDWCD REGION 5 SHERARD CREEK DEPLETION REACH,3.01,39.535899,-107.903673,56248,0
3909127,WDWCD REGION 5 COTTONWOOD GULCH DEPLETION REACH,2.67,39.501922,-108.006956,56248,0
3909128,WDWCD REGION 5 PARACHUTE CREEK DEPLETION REACH,3.39,39.468868,-108.078288,56248,0
3909129,WDWCD REGION 6 COLORADO RIVER DEPLETION REACH,84.19,39.396125,-108.109498,56248,0
4500500,A F SOMMER DITCH NO 1,1.52,39.436862,-107.630838,20198.16256,1
4500501,A F SOMMER DITCH NO 2,0.81,39.445076,-107.638874,20198.19138,0.6
4500504,ABBOTT DITCH,10.48,39.481584,-107.443377,21497.20351,0.8
4500504,ABBOTT DITCH,10.48,39.481584,-107.443377,33099.22035,0.674
4500504,ABBOTT DITCH,10.48,39.481584,-107.443377,33099.32262,2.29
4500506,ANDERSON DITCH CTTNWD FD,3.22,39.445848,-107.929659,33441.32263,3.7
4500507,ASPEN SPRINGS DITCH,4.02,39.438922,-107.927103,24535.22004,0.2
4500508,ASPEN SPRING AND DITCH,,39.423605,-107.775173,37681.34911,1
4500511,BAKER DITCH,1.14,39.381168,-108.09581,13301,1.6
4500511,BAKER DITCH,1.14,39.381168,-108.09581,46020.24471,0.5
4500511,BAKER DITCH,1.14,39.381168,-108.09581,54786.38106,3
4500512,BANTA PIPELINE,6.68,39.479195,-107.695277,21322.19805,0.23
4500514,BATTLEMENT DITCH,3.34,39.436068,-107.978424,12582,1.67
4500514,BATTLEMENT DITCH,3.34,39.436068,-107.978424,12936,6.67
4500514,BATTLEMENT DITCH,3.34,39.436068,-107.978424,13673,3
4500514,BATTLEMENT DITCH,3.34,39.436068,-107.978424,13716,3.33
4500514,BATTLEMENT DITCH,3.34,39.436068,-107.978424,15307.15116,2
4500514,BATTLEMENT DITCH,3.34,39.436068,-107.978424,19811.12582,1.17
4500514,BATTLEMENT DITCH,3.34,39.436068,-107.978424,57708.53833,3.06
4500515,BATTLEMENT MESA PP PL D,92.24,39.463961,-108.020173,40801,1.78
4500516,BATTLEMENT WW D NO 1 2 3,2.99,39.444323,-107.977591,19184.15493,1
4500517,BEAR SPRINGS DITCH,0,39.432383,-107.910542,24827.19851,0.6
4500518,BEAVER CREEK DITCH,0.57,39.501472,-107.857772,13786,0.42
4500519,BEAVER CR GRASS MESA D,8.19,39.419593,-107.826896,15477,10
4500519,BEAVER CR GRASS MESA D,8.19,39.419593,-107.826896,23378.20946,12.64
4500519,BEAVER CR GRASS MESA D,8.19,39.419593,-107.826896,25973.20946,2
4500520,BELLE DEPLER DITCH,3.04,39.420403,-107.645888,34825.17668,7.16
4500523,BERNKLAU DITCH,2.62,39.463853,-107.91111,13594,1
4500523,BERNKLAU DITCH,2.62,39.463853,-107.91111,13710,0
4500523,BERNKLAU DITCH,2.62,39.463853,-107.91111,13937,1
4500523,BERNKLAU DITCH,2.62,39.463853,-107.91111,18578.15982,1
4500523,BERNKLAU DITCH,2.62,39.463853,-107.91111,23475.20544,0.5
4500524,BERNUDY DITCH,116.27,39.543484,-107.67447,30170.13666,1.7
4500524,BERNUDY DITCH,116.27,39.543484,-107.67447,30170.18687,1.63
4500524,BERNUDY DITCH,116.27,39.543484,-107.67447,45014,3.67
4500525,BIG FOUR DITCH,3.56,39.451345,-107.916666,21513.16941,0
4500525,BIG FOUR DITCH,3.56,39.451345,-107.916666,23336.21992,1.8
4500526,BLUE BIRD DITCH,3.53,39.451684,-107.916471,13785,2.42
4500526,BLUE BIRD DITCH,3.53,39.451684,-107.916471,19544.12743,0
4500526,BLUE BIRD DITCH,3.53,39.451684,-107.916471,21513.16941,4.06
4500527,BOULTON DITCH,7.55,39.473184,-107.651897,22428.20872,1.34
4500528,BOULTON AND BANTA DITCH,7.08,39.475716,-107.688703,12561,1.5
4500528,BOULTON AND BANTA DITCH,7.08,39.475716,-107.688703,13638,2.67
4500528,BOULTON AND BANTA DITCH,7.08,39.475716,-107.688703,21322.18398,2.23
4500529,BRYAN SPRING AND DITCH,,39.422094,-107.794467,36009,0.5
4500530,BUD DITCH,4.52,39.534675,-107.482003,23339.23176,0.2
4500531,BUD NO 2 DITCH,4.1,39.538476,-107.487944,37681.28975,1.5
4500532,BUD NO 3 DITCH,3.58,39.541478,-107.496639,37681.28979,0.86
4500533,BUFFALO DITCH,0.58,39.501661,-107.857803,12142,0
4500533,BUFFALO DITCH,0.58,39.501661,-107.857803,13842,0.83
4500534,BUNN DITCH NO 1,0.47,39.396653,-107.596048,21876.20626,0.6
4500535,BURNETT DITCH,118.18,39.540495,-107.640136,33099.22005,1.472
4500535,BURNETT DITCH,118.18,39.540495,-107.640136,44559.43889,0
4500536,CABE AND SKIFF DITCH,0.74,39.501525,-107.596483,21504.14762,0.115
4500536,CABE AND SKIFF DITCH,0.74,39.501525,-107.596483,51134.31166,0.5
4500536,CABE AND SKIFF DITCH,0.74,39.501525,-107.596483,51273,0.5
4500537,CAMERON SP NO 1 2 3 4 D,,39.433504,-107.755132,34825.26053,0.8
4500538,CAMP BIRD DITCH,1.26,39.478162,-107.91638,12127,3
4500538,CAMP BIRD DITCH,1.26,39.478162,-107.91638,34825.344,5
4500539,CANARY BIRD DITCH,97.42,39.473738,-107.927853,13240,1
4500539,CANARY BIRD DITCH,97.42,39.473738,-107.927853,13788,1
4500541,CEADER DITCH,2.04,39.455996,-107.945168,21752.18383,2.4
4500543,CEDAR SPRING AND DITCH,,39.459615,-107.736684,39628,3
4500544,CHADWICK DITCH,4.37,39.418912,-107.702511,21499.18398,2
4500545,CHARLES H LARSON DITCH,0.23,39.453817,-107.6272,19815.18145,0.56
4500546,CHURCHFIELD WASTEWATER D,1.82,39.464143,-107.943594,21875.15974,2
4500548,CLAUSEN DITCH,0.6,39.501998,-107.857643,12142,1
4500549,CLAUSEN AND BYRNE DITCH,2.6,39.469721,-107.857646,12113,1.17
4500549,CLAUSEN AND BYRNE DITCH,2.6,39.469721,-107.857646,13320,0.5
4500549,CLAUSEN AND BYRNE DITCH,2.6,39.469721,-107.857646,13619,2.75
4500550,CLEAR CREEK DITCH,1.08,39.400151,-107.587063,12365,1
4500550,CLEAR CREEK DITCH,1.08,39.400151,-107.587063,12902,2.33
4500550,CLEAR CREEK DITCH,1.08,39.400151,-107.587063,13801,0.17
4500550,CLEAR CREEK DITCH,1.08,39.400151,-107.587063,21653.21305,1.2
4500550,CLEAR CREEK DITCH,1.08,39.400151,-107.587063,23224.23131,3
4500551,CONLEY WASTE WATER DITCH,2.6,39.462434,-107.921359,21323.17258,3.8
4500552,BURNS SPRING & PIPELINE,,39.325553,-107.982888,50545,0
4500554,COOLEY NO 1 DITCH,1.29,39.49931,-107.50699,15804.14713,2
4500554,COOLEY NO 1 DITCH,1.29,39.49931,-107.50699,54056.48737,0.33
4500554,COOLEY NO 1 DITCH,1.29,39.49931,-107.50699,54786.48359,1.5
4500555,COOLEY NO 2 DITCH,0.94,39.503169,-107.511001,15804.14809,0.8
4500555,COOLEY NO 2 DITCH,0.94,39.503169,-107.511001,54056.4983,0.3
4500555,COOLEY NO 2 DITCH,0.94,39.503169,-107.511001,54786.48735,1.5
4500556,COOLEY NO 3 DITCH,0.63,39.505961,-107.514788,15804.14694,0
4500556,COOLEY NO 3 DITCH,0.63,39.505961,-107.514788,54056.52377,0.15
4500556,COOLEY NO 3 DITCH,0.63,39.505961,-107.514788,54786.52377,0.5
4500557,COTTONWOOD FEEDER DITCH,4.01,39.439485,-107.919017,13726,0
4500558,COTTONWOOD GULCH DITCH,3.93,39.440009,-107.918621,13284,5.27
4500558,COTTONWOOD GULCH DITCH,3.93,39.440009,-107.918621,21366.19113,0
4500558,COTTONWOOD GULCH DITCH,3.93,39.440009,-107.918621,24241.23579,1.25
4500559,ECKHARDT PUMP,4.02,39.434613,-107.618299,58475,0.2
4500560,CRANN PIPELINE DITCH,3.99,39.504886,-107.715435,21512.19614,0.41
4500561,CROOKED DITCH,5.87,39.491607,-107.653481,24826.22461,1.44
4500562,DAME DITCH,4.7,39.468181,-107.832582,12541,0.833
4500562,DAME DITCH,4.7,39.468181,-107.832582,13709,0
4500562,DAME DITCH,4.7,39.468181,-107.832582,13842,0
4500562,DAME DITCH,4.7,39.468181,-107.832582,21190.16004,0.3
4500562,DAME DITCH,4.7,39.468181,-107.832582,21190.19297,1.7
4500564,DAVIS DITCH,7.67,39.471591,-107.65222,20683.1952,1.4
4500564,DAVIS DITCH,7.67,39.471591,-107.65222,22428.20961,1.6
4500567,DILLMAN DITCH,4.98,39.431841,-107.913842,19794.16528,3.5
4500570,DOBEY DITCH,2.92,39.440205,-107.983607,13580,1.975
4500570,DOBEY DITCH,2.92,39.440205,-107.983607,17367.1409,1
4500570,DOBEY DITCH,2.92,39.440205,-107.983607,19145.15886,3
4500571,L AND T PUMP STATION,5.56,39.495389,-107.653544,52230.5206,1.225
4500572,DOW DITCH,0.37,39.508305,-107.518885,12178,1.2
4500572,DOW DITCH,0.37,39.508305,-107.518885,12585,1.8
4500572,DOW DITCH,0.37,39.508305,-107.518885,33097.32262,3.274
4500572,DOW DITCH,0.37,39.508305,-107.518885,33099.32262,3.276
4500572,DOW DITCH,0.37,39.508305,-107.518885,48365,2.8
4500573,DRY CREEK DITCH,1.4,39.418569,-108.065585,19145.12897,0.42
4500573,DRY CREEK DITCH,1.4,39.418569,-108.065585,34825.2164,1.6
4500574,DRY HOLLOW DITCH,2.46,39.525568,-107.66066,27154.25292,0.48
4500574,DRY HOLLOW DITCH,2.46,39.525568,-107.66066,34825.30071,1.88
4500575,DWIRE SPRING NO 1 DITCH,,39.490393,-107.502751,22153.2062,0.24
4500576,DIVIDE CREEK HIGHLINE D,12.81,39.34696,-107.588777,19805.18387,150
4500576,DIVIDE CREEK HIGHLINE D,12.81,39.34696,-107.588777,30170.18752,5
4500576,DIVIDE CREEK HIGHLINE D,12.81,39.34696,-107.588777,55152,0
4500578,EAKEN DITCH NO 1,0.45,39.384153,-108.111822,26510.23101,0.18
4500579,EAKEN DITCH NO 2,1.11,39.37677,-108.10701,26510.24197,0.37
4500580,EAST CORRAL CREEK DITCH,0.42,39.429271,-107.557193,22153.21068,0.4
4500582,EATON PIPELINE NO 2,90.03,39.443537,-108.043769,39068,4.25
4500583,EATON SPRINGS DITCH,,39.451307,-108.027016,37681.22005,1.16
4500584,EAST DIVIDE CREEK DITCH,2.91,39.444091,-107.603829,11909,4
4500584,EAST DIVIDE CREEK DITCH,2.91,39.444091,-107.603829,12919,6
4500584,EAST DIVIDE CREEK DITCH,2.91,39.444091,-107.603829,30170.11909,0.83
4500584,EAST DIVIDE CREEK DITCH,2.91,39.444091,-107.603829,30170.13011,0.83
4500584,EAST DIVIDE CREEK DITCH,2.91,39.444091,-107.603829,30170.22736,2.5
4500584,EAST DIVIDE CREEK DITCH,2.91,39.444091,-107.603829,30170.22738,11.08
4500585,ED CONNER DITCH,2.51,39.525,-107.660266,21052.18784,0.8
4500585,ED CONNER DITCH,2.51,39.525,-107.660266,37681.28277,5.38
4500585,ED CONNER DITCH,2.51,39.525,-107.660266,37755,0
4500585,ED CONNER DITCH,2.51,39.525,-107.660266,40460,0
4500587,EDDY PIPELINE,117.99,39.538086,-107.645816,30170.25308,0.04
4500588,EGBERT SPRING DITCH NO 1,2.8,39.363732,-108.079709,21974.15827,0.12
4500590,ELLIS SPRING & PIPELINE,,39.422099,-107.789796,39628,0.25
4500592,EMANUEL GANT DITCH,6.14,39.429137,-107.764171,13082,2.75
4500592,EMANUEL GANT DITCH,6.14,39.429137,-107.764171,50403.46887,2.37
4500592,EMANUEL GANT DITCH,6.14,39.429137,-107.764171,50403.47635,1.58
4500592,EMANUEL GANT DITCH,6.14,39.429137,-107.764171,50403.48737,1.5
4500593,ENTERPRISE DITCH,4.35,39.440299,-107.739401,15307.15157,3.5
4500594,ESHE PUMP AND DITCH,97.15,39.482523,-107.953402,34825.2934,5
4500595,ESTELLA DITCH,3.59,39.35897,-108.06561,23021.22353,1.8
4500597,FAIRVIEW MESA DITCH,4.19,39.462122,-107.4923,38563,10
4500600,FOGARITY DITCH,7.04,39.435508,-107.821801,37681.21049,3.2
4500605,GENIER STEVENS DITCH,1.32,39.422787,-107.564053,23340.19528,0.4
4500605,GENIER STEVENS DITCH,1.32,39.422787,-107.564053,30170.22738,1.27
4500608,GOODENOUGH DITCH,0.57,39.501492,-107.857703,13784,0.3
4500610,GRAND VALLEY WTR SUPP PL,,39.461392,-108.016761,37681.21438,1
4500610,GRAND VALLEY WTR SUPP PL,,39.461392,-108.016761,37681.22431,1
4500611,GRAVES SPRINGS,,39.487511,-107.94215,34825.18386,1
4500614,GUSTAFSON WASTE WATER D,3.09,39.432103,-107.681797,21521.15716,0.5
4500615,GUTHERIDGE DITCH NO 1,0.72,39.429266,-107.570901,23340.21316,1.9
4500616,H AND S DITCH,1.67,39.475637,-107.9093,12743,2
4500616,H AND S DITCH,1.67,39.475637,-107.9093,13454,2.33
4500616,H AND S DITCH,1.67,39.475637,-107.9093,13583,3.54
4500616,H AND S DITCH,1.67,39.475637,-107.9093,18578.15982,0.5
4500616,H AND S DITCH,1.67,39.475637,-107.9093,19544.12743,0.83
4500616,H AND S DITCH,1.67,39.475637,-107.9093,21523.18779,2.14
4500616,H AND S DITCH,1.67,39.475637,-107.9093,23475.20544,0.22
4500616,H AND S DITCH,1.67,39.475637,-107.9093,24551.21731,0.33
4500617,H V AND EARL WARE DITCH,4.78,39.5023,-107.402214,24460.23892,0.3
